[Info   :SlimeRancher2-AP] [AP-Dump] ===== SHOP CONDITION DUMP =====
[Info   :SlimeRancher2-AP] [AP-Dump] Category 'NightMarket'  providers=2
[Info   :SlimeRancher2-AP] [AP-Dump]  Group[0] 'NightMarket_BaseRuleSet'  groupCondition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[0] 'NightMarket_BaseTable'  fixedItems=True
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[34] 'f7053216d7a90104b9da0051ad616d43'  cost=4000nb  condition=ALL_OF(IdentifiableEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[35] 'df9d30f46386d574a99c56350efb781d'  cost=4000nb  condition=ALL_OF(IdentifiableEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[36] 'Polestar Provisions: Grey Boombox'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[37] 'Polestar Provisions: Pink Boombox'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[38] 'Polestar Provisions: Mint Stunt Cannon'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[39] 'Polestar Provisions: Blue Stunt Cannon'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[40] 'Polestar Provisions: Mint Round Bumper'  cost=300nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[41] 'Polestar Provisions: Blue Round Bumper'  cost=300nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[42] 'Polestar Provisions: Mint Carousel'  cost=3500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[43] 'Polestar Provisions: Blue Carousel'  cost=3500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[44] 'Polestar Provisions: Pink Easy Breezy Fan'  cost=300nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[45] 'Polestar Provisions: Tarr Fan'  cost=300nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[46] 'Polestar Provisions: Mint Ferris Wheel'  cost=3500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[47] 'Polestar Provisions: Blue Ferris Wheel'  cost=3500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[48] 'Polestar Provisions: Mint Striped Lamp'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[49] 'Polestar Provisions: Blue Striped Lamp'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[50] 'Polestar Provisions: Large Pink Lemonade Pinwheel'  cost=40nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[51] 'Polestar Provisions: Large Teal Pinwheel'  cost=40nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[52] 'Polestar Provisions: Small Pink Lemonade Pinwheel'  cost=40nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[53] 'Polestar Provisions: Small Teal Pinwheel'  cost=40nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[54] 'Polestar Provisions: Blue Swing'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[55] 'Polestar Provisions: Mint Swing'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[56] 'Polestar Provisions: Bountiful Mint Teacup'  cost=300nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[57] 'Polestar Provisions: Bountiful Blue Teacup'  cost=300nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[58] 'Polestar Provisions: Dainty Mint Teacup'  cost=300nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[59] 'Polestar Provisions: Dainty Blue Teacup'  cost=300nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[60] 'Polestar Provisions: Pink Lemonade Beach Umbrella'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[61] 'Polestar Provisions: Teal Beach Umbrella'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[62] 'Polestar Provisions: Blue Linked Cannon'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[63] 'Polestar Provisions: Grey Linked Cannon'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[64] 'Polestar Provisions: Pink Linked Cannon'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[65] 'Polestar Provisions: Pride Flag'  cost=40nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[66] 'Polestar Provisions: Dream Lantern'  cost=5000nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[67] 'Polestar Provisions: Amber Warp Depot'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[68] 'Polestar Provisions: Berry Warp Depot'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[69] 'Polestar Provisions: Gold Warp Depot'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[70] 'Polestar Provisions: Green Warp Depot'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[71] 'Polestar Provisions: Red Warp Depot'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[72] 'Polestar Provisions: Golden Yolky Statue'  cost=10000nb  condition=ALL_OF(IdentifiableEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[73] 'Polestar Provisions: Red Linked Cannon'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[74] 'Polestar Provisions: Green Linked Cannon'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[75] '6d5dc3d064eecd7408e4c748eff76abb'  cost=2500nb  condition=ALL_OF(ZoneEventQueryComponent[Count=-1608125008] , ZoneEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[76] 'f30c164b8a550794c97f2d1a46141ccd'  cost=2500nb  condition=ALL_OF(ZoneEventQueryComponent[Count=-1608125008] , ZoneEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[77] 'e6b6edb0c250a884db542ea97e701200'  cost=3000nb  condition=ALL_OF(ZoneEventQueryComponent[Count=-1608125008] , ZoneEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[78] '10ce93cc14be7544ba2a7f00613fe5b0'  cost=3000nb  condition=ALL_OF(ZoneEventQueryComponent[Count=-1608125008] , ZoneEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[79] 'Polestar Provisions: Monochromatic #1 Slime Stage'  cost=250nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[80] 'Polestar Provisions: Pastel #1 Slime Stage'  cost=250nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[81] 'Polestar Provisions: Distributor'  cost=4000nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[82] 'Polestar Provisions: Slime Flag'  cost=40nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[83] 'Polestar Provisions: Blue Lava Lamp'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[84] 'Polestar Provisions: Gold Lava Lamp'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[85] 'Polestar Provisions: Green Lava Lamp'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[86] 'Polestar Provisions: Red Lava Lamp'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[87] 'Polestar Provisions: Scientist's Chair'  cost=100nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[88] 'Polestar Provisions: Scientist's Desk'  cost=300nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[89] '7c26a17471da43e4bb161499998a492a'  cost=4000nb  condition=ALL_OF(IdentifiableEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[90] '4fcf613cb3429664382a160ca731ff13'  cost=4000nb  condition=ALL_OF(IdentifiableEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[91] 'Polestar Provisions: Short Comfy Couch'  cost=100nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[92] 'Polestar Provisions: Long Comfy Couch'  cost=100nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[93] 'fa4de195ed919a643b06375c58bbc983'  cost=1000nb  condition=ALL_OF(ZoneEventQueryComponent[Count=-1608125008] , ZoneEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]  Group[1] 'RangeExchange_PowderfallUnlocksRuleSet'  groupCondition=ALL_OF(ZoneEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[0] 'RangeExchange_PowderfallUnlockItemsTable'  fixedItems=True
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[0] '568b60421d741a546958878ced2d1658'  cost=300nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]  Group[2] 'RangeExchange_StrandUnlocksRuleSet'  groupCondition=ALL_OF(ZoneEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[0] 'RangeExchange_StrandUnlockItemsTable'  fixedItems=True
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[0] 'ecde008e19a76a04e8ac3417e34503a5'  cost=300nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[1] '7d92ba926a5547944894c860f9bc5c17'  cost=300nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[2] 'b403754831d88f74e87fa1f3f4871032'  cost=300nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[3] 'a922eaf69d10cdd449ae14b9e1208e07'  cost=80nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[4] 'faafd1b0ce79398408420861e9221bd9'  cost=300nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[5] '75e2ea89876e7944eae3eb6478eef78c'  cost=200nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[6] 'c1cf6c1832f68b749badba105c212fb5'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]  Group[3] 'RangeExchange_ValleyUnlocksRuleSet'  groupCondition=ALL_OF(ZoneEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[0] 'RangeExchange_ValleyUnlockItemsTable'  fixedItems=True
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[0] '6493f2c93efb8744280bb61c82006bad'  cost=80nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[1] '300f5442285fce84282bed1d11f35b21'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[2] 'aa327acf1b1d9e040b69d8c014b16c0b'  cost=80nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[3] '6d42a5af6494bf14798c000be71c95e8'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[4] '8917f059e6d20ec4bb8557ec03498161'  cost=300nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[5] '632f29c2d6c09644896aee526a93bbd9'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[6] '5c93cb94f1a3f1643919daff7d9e2d87'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[7] 'f13a4dd259d7cf847bf7ced40f44bb0b'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[8] '424e93686557a0846af66c10cc2ff4b0'  cost=50nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[9] '6e04645e3cb40ff46b070caff0270132'  cost=50nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[10] '746a66c26b170134e85b7bab55687d7b'  cost=50nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[11] '10ab4cca9cf7b94419e9aecdead7e6eb'  cost=50nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[12] 'dae9fb8bf027efc40b0507b273e02bd6'  cost=50nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[13] '5d80e466ed17862478826fbfececa2fd'  cost=50nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]  Group[4] 'RangeExchange_LabyUnlocksRuleSet'  groupCondition=ANY_OF(ZoneEventQueryComponent[Count=-1608125008] , ZoneEventQueryComponent[Count=-1608125008] , ZoneEventQueryComponent[Count=-1608125008] , ZoneEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[0] 'RangeExchange_LabyUnlockItemsTable'  fixedItems=True
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[0] 'efe79f4e9a3e3114abc4659524a1420d'  cost=80nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[1] 'd10fa78deb1756f4c9d41114cc5e8f4d'  cost=80nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[2] '1594d88b7e86b0640bc47ddd06929356'  cost=80nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[3] 'a7ae5454dab81ab4c93a3460c2f4889f'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[4] 'af8d1fe5fa05ff143a0af27e74ad8438'  cost=5000nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[5] '684056d0f15a6c94f86d96217540db71'  cost=100nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[6] '7563a5fd89d35f948baa6d7ae6339833'  cost=160nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[7] '0b500f09404502744a9187745f2b4ddb'  cost=160nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[8] '2dbf5724259cf7444bd9f0a3f36a33fe'  cost=160nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[9] '329d1fc3b908b0148b231b8a97b22a23'  cost=160nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[10] '650f45cc59f4beb4fa13426ebc088106'  cost=160nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[11] '892efe2143f473d4d9c0739d07c70d00'  cost=750nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[12] '904f25e4e6b57cf4e8381fd4ad9ff9fc'  cost=800nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[13] 'aead1e021f51bac4189e01a73c647040'  cost=150nb  condition=ALL_OF()
